vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
bus,Isuzu,D-Max,2015,9,235078,hybrid,automatic,5000,critical,"engine knocking noise, check engine light",2,Timing belt wear,Replace timing belt,4094,7243
bus,Isuzu,Forward,2017,7,271524,petrol,automatic,8000,low,"transmission jerking, burning smell, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,3180,5566
truck,Isuzu,NQR,2022,2,95979,petrol,manual,5000,medium,"low oil level warning, burning smell, oil stain under vehicle",3,Oil pan seal failure,Fix oil leak,1237,2320
moto,Yamaha,FZ6,2010,14,38860,hybrid,manual,400,low,"rough idle, engine stalls",2,Spark plug electrode wear,Replace spark plugs,373,747
moto,Yamaha,R3,2018,6,86170,petrol,automatic,125,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,508,932
car,Renault,Kangoo,2014,10,126598,petrol,automatic,2000,critical,"coolant level dropping, engine overheating",2,Cracked coolant hose,Fix coolant leak,1864,3419
car,Kia,Cerato,2013,11,103507,diesel,manual,1000,high,"check engine light, rough idle",2,Timing belt wear,Replace timing belt,3099,5484
moto,Honda,Forza,2010,14,237865,diesel,manual,600,medium,"burning smell, AC making noise",2,Compressor clutch wear,Replace AC compressor,5506,9911
moto,Honda,PCX,2023,1,54358,hybrid,manual,600,low,"engine overheating, white smoke from exhaust, coolant level dropping, loss of power",4,Overheating damage to gasket,Replace head gasket,4446,7781
truck,Mercedes,C-Class,2008,16,247584,diesel,manual,5000,low,noise when braking,1,Worn brake pads,Replace brake pads,944,1730
bus,Isuzu,NPR,2011,13,346913,hybrid,automatic,7000,critical,"check engine light, dim headlights, difficulty starting",3,Dead battery,Replace battery,2380,3967
bus,Isuzu,D-Max,2020,4,14720,petrol,manual,7000,high,"car pulls to one side, burning smell, noise when braking",3,Seized caliper,Replace brake caliper,1844,3319
truck,Isuzu,D-Max,2016,8,221478,hybrid,automatic,6000,medium,"high fuel consumption, check engine light",2,Failed O2 sensor,Replace oxygen sensor,1130,2073
bus,Mercedes,E-Class,2020,4,119922,petrol,manual,7000,medium,"battery warning light, difficulty starting, dim headlights",3,Dead battery,Replace battery,1034,1724
moto,Yamaha,XT660,2012,12,263404,hybrid,manual,125,low,"coolant overflow, coolant level dropping",2,Radiator crack,Replace radiator,2086,3530
car,Ford,Ranger,2016,8,258980,hybrid,automatic,2500,medium,"high fuel consumption, black smoke from exhaust, check engine light",3,O2 sensor contamination,Replace oxygen sensor,1151,2111
car,Kia,Sportage,2011,13,127415,hybrid,manual,1600,medium,"transmission jerking, difficulty changing gears, gear slipping",3,Gearbox bearing wear,Repair gearbox,6825,12675
car,Toyota,RAV4,2012,12,339272,diesel,automatic,1400,medium,"vehicle wanders on road, suspension noise",2,Ball joint socket failure,Replace ball joint,1775,3107
moto,Honda,CB500,2012,12,258754,diesel,automatic,600,critical,"difficulty starting, check engine light, battery warning light",3,Battery cell failure,Replace battery,2059,3433
moto,Honda,CRF,2006,18,220297,diesel,manual,250,medium,"high fuel consumption, AC not cooling well",2,Low refrigerant,Refill AC refrigerant,621,1140
car,Kia,Sportage,2022,2,239769,petrol,automatic,2200,medium,"burning smell, AC making noise",2,Compressor clutch wear,Replace AC compressor,4656,8380
car,Ford,Focus,2015,9,54402,hybrid,automatic,1200,low,"check engine light, black smoke from exhaust",2,Failed O2 sensor,Replace oxygen sensor,752,1379
car,BMW,X3,2005,19,9476,petrol,automatic,2200,low,"brake pedal vibration, noise when braking",2,Brake pad degradation,Replace brake pads,795,1458
car,Mercedes,Vito,2018,6,14875,hybrid,automatic,1000,medium,"gear slipping, transmission jerking, difficulty changing gears, loss of power",4,Gearbox synchronizer failure,Repair gearbox,4957,9207
car,Ford,Kuga,2016,8,155807,petrol,automatic,1800,medium,"engine knocking noise, check engine light",2,Timing belt wear,Replace timing belt,2307,4081
car,Peugeot,206,2009,15,162569,diesel,manual,2000,low,coolant level dropping,1,Radiator corrosion,Replace radiator,1801,3048
moto,Yamaha,NMAX,2016,8,74850,petrol,manual,250,medium,"burning smell, low oil level warning",2,Oil pan seal failure,Fix oil leak,1321,2477
bus,Mercedes,E-Class,2017,7,96111,hybrid,manual,6000,high,"AC making noise, AC not cooling well",2,Compressor clutch wear,Replace AC compressor,5276,9498
car,Ford,Fiesta,2005,19,5082,petrol,automatic,2200,medium,"engine overheating, rough idle, loss of power, coolant level dropping",4,Blown head gasket,Replace head gasket,6290,11008
truck,Ford,Kuga,2007,17,301346,diesel,automatic,5000,critical,vehicle wanders on road,1,Worn shock absorbers,Replace shock absorbers,4417,7629
car,Volkswagen,Golf,2010,14,39560,petrol,manual,2500,high,brake pedal vibration,1,Warped brake disc,Replace brake discs,2646,4410
moto,Honda,Forza,2009,15,283104,diesel,manual,400,critical,"brake pedal vibration, noise when braking",2,Worn brake pads,Replace brake pads,2445,4483
car,Dacia,Lodgy,2024,0,235619,hybrid,manual,2000,medium,"high fuel consumption, difficulty starting, rough idle, engine overheating",4,Thermostat valve failure,Replace thermostat,870,1546
car,Peugeot,208,2008,16,86325,hybrid,manual,1400,high,difficulty changing gears,1,Gearbox bearing wear,Repair gearbox,7827,14536
car,Volkswagen,Tiguan,2022,2,312188,petrol,manual,1200,high,"rough idle, loss of power, engine knocking noise",3,Timing belt wear,Replace timing belt,3615,6395
truck,Isuzu,D-Max,2006,18,132584,diesel,manual,5000,high,"excessive bouncing, suspension noise, clunking when turning",3,Ball joint wear,Replace ball joint,2043,3576
car,Hyundai,Tucson,2017,7,244177,hybrid,manual,2500,high,"electrical accessories failing, dim headlights, difficulty starting, battery warning light",4,Alternator failure,Replace alternator,2886,5050
car,BMW,X5,2015,9,16818,petrol,automatic,1800,medium,"brake pedal feels soft, noise when braking",2,Brake pad degradation,Replace brake pads,874,1602
car,Peugeot,208,2015,9,118184,petrol,manual,1800,high,"gear slipping, difficulty changing gears, transmission jerking",3,Gearbox synchronizer failure,Repair gearbox,8458,15708
car,BMW,X3,2010,14,15583,petrol,manual,1000,low,"dim headlights, battery warning light, difficulty starting",3,Battery cell failure,Replace battery,730,1218
car,Volkswagen,Passat,2006,18,227743,hybrid,manual,1400,low,"rough idle, fuel smell, black smoke from exhaust, high fuel consumption",4,Injector seal failure,Replace fuel injectors,1706,3241
car,Renault,Megane,2010,14,203007,hybrid,automatic,1200,medium,"rough idle, coolant level dropping",2,Blown head gasket,Replace head gasket,8488,14854
car,BMW,X5,2022,2,301289,hybrid,manual,1000,critical,"low oil level warning, oil stain under vehicle",2,Oil pan seal failure,Fix oil leak,2774,5202
car,Hyundai,i10,2019,5,84616,petrol,manual,2500,low,"coolant overflow, engine overheating",2,Radiator crack,Replace radiator,1517,2568
moto,Yamaha,NMAX,2007,17,43245,hybrid,manual,400,low,"burning smell, engine knocking noise, low oil level warning",3,Oil pan seal failure,Fix oil leak,1037,1945
moto,Honda,PCX,2007,17,311838,diesel,manual,125,low,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,564,1034
car,Hyundai,Tucson,2023,1,105261,hybrid,automatic,1200,medium,"battery warning light, electrical accessories failing, difficulty starting, dim headlights",4,Alternator failure,Replace alternator,1958,3426
moto,Yamaha,XT660,2005,19,261892,diesel,automatic,600,medium,"vehicle wanders on road, clunking when turning, suspension noise",3,Ball joint wear,Replace ball joint,1789,3130
car,Kia,Rio,2005,19,213618,diesel,automatic,1200,high,"difficulty changing gears, transmission jerking, loss of power, gear slipping",4,Gearbox synchronizer failure,Repair gearbox,9330,17328
car,Hyundai,Santa Fe,2022,2,256795,petrol,manual,1400,medium,"engine stalls, loss of power, difficulty starting",3,Spark plug electrode wear,Replace spark plugs,603,1207
moto,Honda,CBR600,2021,3,200443,petrol,automatic,700,high,"difficulty starting, rough idle, high fuel consumption, loss of power",4,Spark plug electrode wear,Replace spark plugs,685,1370
car,Peugeot,308,2023,1,321852,diesel,manual,2000,critical,"AC not cooling well, AC making noise",2,Compressor clutch wear,Replace AC compressor,8271,14888
car,Dacia,Lodgy,2012,12,186174,petrol,automatic,2200,low,"brake pedal feels soft, burning smell, car pulls to one side",3,Seized caliper,Replace brake caliper,1461,2630
car,Kia,Sportage,2014,10,216019,diesel,automatic,1200,medium,"car pulls to one side, noise when braking, brake pedal feels soft, burning smell",4,Seized caliper,Replace brake caliper,1891,3404
bus,Volvo,9700,2017,7,76762,hybrid,automatic,8000,high,"loss of power, rough idle",2,Timing belt wear,Replace timing belt,2541,4495
car,Hyundai,Santa Fe,2015,9,204756,diesel,automatic,2000,medium,"rough idle, difficulty starting, high fuel consumption",3,Spark plug electrode wear,Replace spark plugs,551,1102
car,Volkswagen,Polo,2011,13,16028,petrol,automatic,1600,medium,"low oil level warning, oil stain under vehicle, burning smell",3,Valve cover gasket leak,Fix oil leak,1325,2484
car,Volkswagen,Caddy,2006,18,316277,diesel,automatic,1400,medium,battery warning light,1,Alternator failure,Replace alternator,2836,4963
moto,Honda,CB500,2010,14,33440,petrol,automatic,600,critical,"difficulty changing gears, burning smell, clutch slipping, transmission jerking",4,Clutch pressure plate failure,Replace clutch kit,5564,9738
car,BMW,X3,2021,3,59898,diesel,manual,2200,critical,"rough idle, engine stalls",2,Spark plug electrode wear,Replace spark plugs,784,1569
moto,Honda,PCX,2011,13,16085,hybrid,automatic,125,critical,"rough idle, loss of power, white smoke from exhaust, engine overheating",4,Blown head gasket,Replace head gasket,10989,19232
car,Peugeot,Expert,2023,1,210162,diesel,manual,1400,medium,"clunking when turning, vehicle wanders on road, suspension noise",3,Ball joint wear,Replace ball joint,1481,2592
car,Kia,Sportage,2010,14,261289,petrol,automatic,1400,medium,engine knocking noise,1,Timing belt wear,Replace timing belt,2788,4934
car,Renault,Kangoo,2020,4,98940,petrol,automatic,2000,low,"low oil level warning, burning smell, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,1024,1920
car,Toyota,RAV4,2018,6,13411,hybrid,manual,1600,low,"rough idle, difficulty starting, engine stalls, high fuel consumption",4,Fouled spark plugs,Replace spark plugs,345,690
car,Ford,Focus,2007,17,235476,diesel,manual,2200,high,"AC not cooling well, check engine light",2,Low refrigerant,Refill AC refrigerant,842,1545
moto,Yamaha,MT-07,2012,12,111430,diesel,manual,600,medium,"brake pedal feels soft, noise when braking, brake pedal vibration",3,Worn brake pads,Replace brake pads,1100,2017
car,Peugeot,Expert,2018,6,291806,petrol,manual,1800,high,"rough idle, engine stalls",2,Spark plug electrode wear,Replace spark plugs,853,1707
car,Mercedes,C-Class,2013,11,246042,hybrid,automatic,1000,high,"white smoke from exhaust, rough idle, engine overheating, loss of power",4,Overheating damage to gasket,Replace head gasket,10328,18075
car,Toyota,RAV4,2014,10,56349,diesel,manual,1200,medium,check engine light,1,Failed O2 sensor,Replace oxygen sensor,956,1754
car,Toyota,Yaris,2014,10,268166,petrol,automatic,1200,high,"battery warning light, dim headlights, electrical accessories failing",3,Alternator belt wear,Replace alternator,3374,5905
car,Peugeot,Expert,2013,11,346217,hybrid,manual,2500,low,"clutch slipping, burning smell",2,Clutch pressure plate failure,Replace clutch kit,3801,6652
moto,Yamaha,FZ6,2009,15,241727,diesel,manual,700,low,"difficulty changing gears, transmission jerking, burning smell, clutch slipping",4,Clutch pressure plate failure,Replace clutch kit,3173,5553
bus,Mercedes,A-Class,2020,4,271306,hybrid,automatic,7000,low,"high fuel consumption, check engine light",2,Failed O2 sensor,Replace oxygen sensor,849,1558
truck,Ford,Transit,2012,12,228484,hybrid,automatic,6000,high,"difficulty starting, battery warning light, dim headlights",3,Battery cell failure,Replace battery,1739,2899
bus,Volvo,FMX,2008,16,212361,hybrid,manual,8000,critical,"fuel smell, high fuel consumption, rough idle, engine stalls",4,Clogged fuel injector,Replace fuel injectors,3418,6495
moto,Yamaha,MT-07,2005,19,166574,hybrid,manual,700,high,"burning smell, low oil level warning, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,2226,4174
bus,Mercedes,A-Class,2013,11,143011,diesel,automatic,5000,low,difficulty starting,1,Alternator failure,Replace alternator,1553,2718
car,Ford,Ranger,2024,0,266830,diesel,manual,1800,critical,"AC making noise, AC not cooling well",2,AC compressor failure,Replace AC compressor,8239,14831
bus,Volvo,B8R,2008,16,309593,hybrid,manual,8000,low,"noise when braking, car pulls to one side",2,Seized caliper,Replace brake caliper,1824,3284
truck,Ford,Ranger,2014,10,61627,hybrid,manual,6000,high,"coolant overflow, white smoke from exhaust, engine overheating, coolant level dropping",4,Radiator corrosion,Replace radiator,2572,4352
moto,Honda,CRF,2009,15,289004,diesel,manual,600,low,"electrical accessories failing, battery warning light, dim headlights",3,Alternator belt wear,Replace alternator,2167,3792
car,Dacia,Lodgy,2020,4,117718,petrol,manual,1600,medium,"rough idle, loss of power",2,Timing belt wear,Replace timing belt,2014,3564
car,BMW,Serie 3,2024,0,261918,diesel,manual,1800,low,"AC not cooling well, burning smell",2,AC compressor failure,Replace AC compressor,3364,6055
moto,Honda,PCX,2016,8,347817,petrol,automatic,250,high,"engine overheating, high fuel consumption",2,Thermostat valve failure,Replace thermostat,1345,2392
car,Dacia,Lodgy,2017,7,217263,diesel,manual,2500,low,car pulls to one side,1,Caliper hydraulic leak,Replace brake caliper,1420,2557
truck,Ford,Kuga,2010,14,251106,petrol,automatic,6000,critical,check engine light,1,Failed O2 sensor,Replace oxygen sensor,2018,3700
moto,Honda,CBR600,2016,8,31043,hybrid,automatic,125,medium,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,952,1588
car,Ford,Ranger,2013,11,83084,diesel,manual,1800,medium,brake pedal feels soft,1,Caliper hydraulic leak,Replace brake caliper,1667,3001
moto,Honda,CBR600,2017,7,58594,hybrid,manual,700,low,"difficulty changing gears, loss of power, gear slipping, transmission jerking",4,Gearbox bearing wear,Repair gearbox,4141,7690
moto,Yamaha,NMAX,2007,17,251851,diesel,automatic,600,medium,excessive bouncing,1,Shock absorber oil leak,Replace shock absorbers,2415,4171
car,Mercedes,E-Class,2011,13,86487,petrol,automatic,2500,low,"fuel smell, rough idle, high fuel consumption, black smoke from exhaust",4,Injector seal failure,Replace fuel injectors,1310,2490
car,BMW,Serie 1,2018,6,238001,hybrid,manual,1600,low,excessive bouncing,1,Shock absorber oil leak,Replace shock absorbers,1709,2952
car,Mercedes,A-Class,2020,4,182819,diesel,automatic,2000,low,"difficulty starting, engine stalls",2,Fouled spark plugs,Replace spark plugs,411,822
car,Renault,Clio,2006,18,210641,diesel,manual,2000,critical,"coolant overflow, engine overheating, coolant level dropping, white smoke from exhaust",4,Radiator corrosion,Replace radiator,4394,7436
car,Kia,Carnival,2014,10,290925,petrol,automatic,2000,low,"rough idle, engine knocking noise",2,Timing belt tensioner failure,Replace timing belt,2113,3738
truck,Mercedes,A-Class,2005,19,210396,hybrid,automatic,3000,high,"white smoke from exhaust, coolant level dropping, rough idle",3,Blown head gasket,Replace head gasket,11374,19904
truck,Ford,Transit,2020,4,185911,petrol,manual,3500,low,"transmission jerking, difficulty changing gears, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,5046,9372
car,Mercedes,A-Class,2009,15,209028,petrol,automatic,1600,critical,"clutch slipping, burning smell",2,Clutch pressure plate failure,Replace clutch kit,6644,11627
bus,Volvo,9700,2016,8,301491,hybrid,manual,8000,medium,"engine stalls, loss of power, rough idle",3,Fouled spark plugs,Replace spark plugs,668,1336
truck,Ford,Kuga,2020,4,202237,petrol,automatic,5000,high,"oil stain under vehicle, low oil level warning",2,Oil pan seal failure,Fix oil leak,1930,3618
