vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Peugeot,Partner,2018,6,39154,diesel,automatic,2200,medium,"clutch slipping, burning smell when changing gears",2,Worn clutch disc,Replace clutch kit,2777,4861
car,Volkswagen,Caddy,2005,19,45007,petrol,manual,1800,medium,"AC clutch not engaging, AC compressor noise",2,AC compressor failure,Replace AC compressor,4604,8287
car,Renault,Clio,2016,8,295583,hybrid,automatic,1200,high,"poor fuel consumption, black smoke from exhaust, check engine light on",3,Failed O2 sensor,Replace oxygen sensor,1537,2818
moto,Yamaha,NMAX,2016,8,214045,petrol,automatic,125,low,"black smoke from exhaust, poor fuel consumption, check engine light on",3,O2 sensor contamination,Replace oxygen sensor,895,1642
car,BMW,Serie 5,2017,7,254387,petrol,manual,1400,medium,"AC not cooling, AC blows warm air",2,Low refrigerant,Refill AC refrigerant,576,1057
car,Ford,Kuga,2006,18,260947,hybrid,manual,2000,critical,"gear pops out, grinding noise when shifting, transmission jerking, gear slipping",4,Gearbox bearing wear,Repair gearbox,14416,26773
car,Toyota,Yaris,2005,19,168326,diesel,manual,1800,critical,"rough idle at startup, engine misfires",2,Spark plug electrode wear,Replace spark plugs,1040,2081
moto,Yamaha,FZ6,2008,16,58358,diesel,automatic,400,medium,"failed emissions test, black smoke from exhaust, poor fuel consumption",3,O2 sensor contamination,Replace oxygen sensor,1079,1979
car,Dacia,Sandero,2015,9,231084,hybrid,automatic,1400,low,"grinding noise when shifting, gear slipping, transmission jerking, gear pops out",4,Gearbox synchronizer failure,Repair gearbox,5100,9473
car,Peugeot,208,2018,6,144103,hybrid,manual,1600,high,"burning smell when changing gears, clutch hard to press, clutch slipping",3,Worn clutch disc,Replace clutch kit,4447,7783
moto,Honda,CRF,2024,0,108492,diesel,manual,250,medium,"rough idle, engine hesitation on acceleration, poor fuel consumption",3,Injector seal failure,Replace fuel injectors,1650,3135
car,BMW,X3,2022,2,145046,hybrid,manual,2000,high,"poor fuel consumption, check engine light on, black smoke from exhaust, failed emissions test",4,O2 sensor contamination,Replace oxygen sensor,1378,2526
car,Mercedes,A-Class,2005,19,8707,petrol,automatic,1600,critical,"transmission jerking, grinding noise when shifting, gear pops out",3,Gearbox synchronizer failure,Repair gearbox,10107,18770
car,Toyota,Land Cruiser,2018,6,236823,petrol,manual,1000,low,"engine overheating, visible radiator leak, coolant overflow",3,Radiator crack,Replace radiator,2098,3551
car,Volkswagen,Passat,2014,10,149211,diesel,automatic,1000,high,"grinding brake noise, brake vibration at high speed, steering wheel vibration",3,Warped brake disc,Replace brake discs,3046,5076
bus,Isuzu,Forward,2011,13,8204,diesel,automatic,7000,low,"AC clutch not engaging, AC compressor noise",2,AC compressor failure,Replace AC compressor,3052,5493
truck,Mercedes,Vito,2006,18,7190,petrol,manual,3500,low,grinding brake noise,1,Disc surface wear,Replace brake discs,1465,2442
car,Peugeot,Expert,2017,7,35326,diesel,manual,2200,high,"gear pops out, transmission jerking, gear slipping",3,Gearbox bearing wear,Repair gearbox,7159,13296
car,Kia,Picanto,2008,16,267873,hybrid,manual,2200,medium,"difficulty starting, car does not start, dim headlights, battery warning light",4,Battery cell failure,Replace battery,1410,2351
car,Ford,Transit,2008,16,326027,petrol,automatic,1000,medium,"clutch slipping, clutch pedal spongy, clutch hard to press",3,Worn clutch disc,Replace clutch kit,4615,8076
car,BMW,Serie 5,2009,15,197442,hybrid,manual,1400,high,"visible radiator leak, coolant overflow",2,Radiator crack,Replace radiator,3354,5676
car,BMW,Serie 3,2008,16,81388,diesel,manual,1400,critical,"engine overheating, coolant level dropping, sweet smell from engine",3,Radiator pinhole leak,Fix coolant leak,1721,3156
car,Volkswagen,Caddy,2007,17,325574,diesel,automatic,2000,low,"milky oil on dipstick, white smoke from exhaust",2,Blown head gasket,Replace head gasket,7795,13641
car,Hyundai,Tucson,2020,4,228898,hybrid,manual,1400,medium,"engine slow to warm up, heater not working",2,Stuck thermostat,Replace thermostat,833,1481
car,Renault,Duster,2024,0,69249,petrol,automatic,2500,low,"engine hesitation on acceleration, fuel smell in cabin",2,Injector seal failure,Replace fuel injectors,1168,2220
moto,Yamaha,R3,2021,3,225529,petrol,automatic,400,critical,"heater not working, engine slow to warm up",2,Stuck thermostat,Replace thermostat,1507,2680
moto,Yamaha,FZ6,2016,8,172425,petrol,manual,125,low,"excessive bouncing after bump, suspension noise, nose dive when braking",3,Worn shock absorbers,Replace shock absorbers,1621,2799
truck,Isuzu,D-Max,2008,16,132381,petrol,manual,4000,low,brake pedal vibration,1,Brake pad degradation,Replace brake pads,924,1695
car,Volkswagen,Caddy,2024,0,271000,hybrid,manual,1600,medium,"burning smell, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,4710,8479
car,Dacia,Duster,2020,4,87922,petrol,manual,1800,medium,"grinding noise when shifting, gear pops out",2,Gearbox synchronizer failure,Repair gearbox,5060,9398
car,Renault,Kangoo,2017,7,277739,petrol,automatic,1400,high,"engine wont start suddenly, ticking noise from engine top",2,Timing belt tensioner failure,Replace timing belt,3467,6134
moto,Honda,Forza,2018,6,160311,diesel,automatic,125,medium,"rough idle, engine hesitation on acceleration",2,Clogged fuel injector,Replace fuel injectors,1654,3143
bus,Mercedes,Vito,2008,16,43103,diesel,manual,8000,medium,"visible radiator leak, coolant overflow",2,Radiator corrosion,Replace radiator,2281,3860
car,Mercedes,C-Class,2019,5,278315,diesel,manual,1200,critical,"engine overheating, sweet smell from engine",2,Cracked coolant hose,Fix coolant leak,2044,3747
car,Mercedes,E-Class,2023,1,303801,petrol,manual,2200,high,car pulls to one side when braking,1,Caliper hydraulic leak,Replace brake caliper,2531,4556
moto,Honda,CRF,2012,12,173136,hybrid,manual,700,high,"suspension noise, brake pedal soft, brake pedal vibration",3,Worn brake pads,Replace brake pads,1406,2578
car,Renault,Symbol,2005,19,326546,petrol,automatic,1600,medium,"loss of power, engine wont start suddenly, ticking noise from engine top",3,Timing belt wear,Replace timing belt,3272,5789
car,Kia,Rio,2023,1,219712,hybrid,automatic,1800,high,"oil burning smell, blue smoke from exhaust, oil stain under car",3,Oil pan seal failure,Fix oil leak,1978,3710
bus,Isuzu,Forward,2022,2,345819,petrol,automatic,6000,high,"rough idle, white smoke from exhaust, coolant loss, milky oil on dipstick",4,Blown head gasket,Replace head gasket,10382,18168
car,Mercedes,Vito,2016,8,345597,hybrid,manual,1000,low,"coolant overflow, visible radiator leak",2,Radiator crack,Replace radiator,2273,3847
moto,Honda,PCX,2014,10,327137,hybrid,manual,700,high,"suspension noise, squeaking brakes, brake pedal vibration",3,Worn brake pads,Replace brake pads,1891,3468
car,Renault,Kangoo,2023,1,24204,hybrid,automatic,1000,medium,"AC clutch not engaging, AC compressor noise, burning smell",3,AC compressor failure,Replace AC compressor,3546,6384
car,Hyundai,i10,2017,7,204247,petrol,automatic,1200,medium,"brake pedal soft, brake pedal vibration, suspension noise",3,Brake pad degradation,Replace brake pads,1143,2096
truck,Isuzu,N-Series,2009,15,152056,petrol,automatic,3000,high,"electrical accessories failing, battery warning light, battery drains while driving",3,Alternator belt wear,Replace alternator,3168,5545
truck,Isuzu,N-Series,2005,19,14528,hybrid,automatic,3500,high,brake pedal vibration,1,Warped brake disc,Replace brake discs,2464,4106
truck,Mercedes,A-Class,2016,8,147816,petrol,manual,3500,critical,suspension noise,1,Shock absorber oil leak,Replace shock absorbers,3129,5405
moto,Yamaha,FZ6,2018,6,204227,hybrid,automatic,250,high,visible radiator leak,1,Radiator corrosion,Replace radiator,3153,5336
truck,Mercedes,E-Class,2018,6,113051,diesel,manual,3500,critical,"coolant loss, coolant overflow",2,Radiator crack,Replace radiator,3639,6159
car,Ford,Ranger,2014,10,75026,hybrid,manual,1000,high,"steering wheel vibration, grinding brake noise",2,Disc surface wear,Replace brake discs,2683,4473
car,BMW,X3,2021,3,325800,hybrid,automatic,1400,medium,visible radiator leak,1,Radiator corrosion,Replace radiator,2538,4296
car,Ford,Focus,2005,19,181639,petrol,manual,2000,high,"engine slow to warm up, poor fuel consumption, engine overheating, heater not working",4,Thermostat valve failure,Replace thermostat,1216,2163
bus,Isuzu,NPR,2018,6,16440,hybrid,manual,7000,medium,"grinding noise when shifting, gear pops out",2,Gearbox synchronizer failure,Repair gearbox,4637,8611
car,BMW,X5,2016,8,51321,hybrid,manual,2200,low,"coolant puddle under car, sweet smell from engine",2,Cracked coolant hose,Fix coolant leak,661,1211
bus,Volvo,FM,2007,17,42341,hybrid,manual,7000,medium,fuel smell in cabin,1,Clogged fuel injector,Replace fuel injectors,1736,3299
moto,Yamaha,FZ6,2023,1,108709,petrol,automatic,400,medium,"brake pedal vibration, brake pedal soft",2,Worn brake pads,Replace brake pads,860,1578
moto,Honda,CBR600,2020,4,25548,hybrid,manual,400,high,rough idle at startup,1,Fouled spark plugs,Replace spark plugs,538,1077
car,Volkswagen,Tiguan,2024,0,74890,hybrid,manual,2500,low,sweet smell from engine,1,Radiator pinhole leak,Fix coolant leak,669,1227
car,Volkswagen,Caddy,2012,12,85405,diesel,manual,2500,medium,"gear pops out, grinding noise when shifting",2,Gearbox bearing wear,Repair gearbox,5777,10729
car,Renault,Clio,2024,0,62244,diesel,manual,1600,low,"check engine light on, failed emissions test",2,Failed O2 sensor,Replace oxygen sensor,678,1244
moto,Honda,CBR600,2014,10,209629,hybrid,manual,125,medium,"ticking noise from engine top, engine wont start suddenly, engine knocking noise",3,Timing belt wear,Replace timing belt,2677,4736
car,BMW,X3,2008,16,110617,diesel,manual,1400,medium,"low oil level warning, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1387,2600
car,BMW,Serie 5,2018,6,75274,petrol,manual,2200,high,"AC clutch not engaging, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,4790,8623
car,Ford,Ranger,2016,8,258685,diesel,manual,2000,high,"gear pops out, grinding noise when shifting",2,Gearbox synchronizer failure,Repair gearbox,9373,17408
car,Dacia,Dokker,2006,18,343214,hybrid,automatic,1800,critical,coolant puddle under car,1,Radiator pinhole leak,Fix coolant leak,2585,4740
truck,Ford,Focus,2019,5,328577,hybrid,automatic,6000,medium,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,1182,2168
car,Renault,Clio,2018,6,107184,diesel,manual,2500,medium,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,944,1574
car,Mercedes,Sprinter,2015,9,346668,diesel,manual,2000,medium,"engine knocking noise, engine wont start suddenly, ticking noise from engine top",3,Timing belt wear,Replace timing belt,2734,4838
bus,Mercedes,E-Class,2009,15,143665,petrol,manual,8000,high,"excessive bouncing after bump, nose dive when braking, suspension noise",3,Worn shock absorbers,Replace shock absorbers,2605,4499
car,Kia,Cerato,2024,0,305038,petrol,manual,1800,high,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,1659,3041
car,Peugeot,Expert,2023,1,255315,petrol,manual,1400,high,AC compressor noise,1,AC compressor failure,Replace AC compressor,5974,10753
car,Toyota,RAV4,2015,9,202216,petrol,manual,2000,high,alternator warning light,1,Alternator belt wear,Replace alternator,3190,5582
truck,Ford,Ranger,2023,1,124529,hybrid,automatic,4000,high,"engine overheating, poor fuel consumption, engine slow to warm up",3,Thermostat valve failure,Replace thermostat,958,1703
car,Kia,Carnival,2007,17,249586,petrol,manual,2500,high,"brake pedal vibration, car pulls to one side when braking",2,Seized caliper,Replace brake caliper,3081,5547
car,Volkswagen,Tiguan,2009,15,6649,hybrid,manual,2500,low,"battery warning light, difficulty starting, dim headlights, car does not start",4,Dead battery,Replace battery,710,1184
car,Ford,Fiesta,2005,19,286754,petrol,automatic,1600,low,"grinding brake noise, brake vibration at high speed",2,Disc surface wear,Replace brake discs,2275,3792
truck,Mercedes,Vito,2009,15,17181,diesel,manual,3500,critical,"coolant puddle under car, engine overheating, coolant level dropping, sweet smell from engine",4,Radiator pinhole leak,Fix coolant leak,1537,2818
car,Ford,Ranger,2005,19,288306,hybrid,manual,1000,medium,heater not working,1,Stuck thermostat,Replace thermostat,1077,1915
moto,Yamaha,R3,2006,18,323985,petrol,manual,125,medium,uneven brake wear,1,Seized caliper,Replace brake caliper,2376,4277
car,Mercedes,C-Class,2013,11,14313,hybrid,manual,1400,critical,"brake pedal vibration, burning smell, car pulls to one side when braking, uneven brake wear",4,Seized caliper,Replace brake caliper,2616,4710
car,BMW,X3,2007,17,101386,diesel,manual,1200,high,white smoke from exhaust,1,Overheating damage to gasket,Replace head gasket,9521,16662
car,Renault,Duster,2006,18,217642,diesel,automatic,1800,high,"rough idle, engine overheating, milky oil on dipstick",3,Overheating damage to gasket,Replace head gasket,10727,18772
car,Toyota,Corolla,2010,14,228110,hybrid,manual,2200,high,"AC clutch not engaging, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,6669,12005
car,Dacia,Sandero,2010,14,170767,hybrid,automatic,1000,critical,front end wandering,1,Ball joint socket failure,Replace ball joint,2559,4479
car,Mercedes,E-Class,2015,9,176923,diesel,manual,2200,high,"milky oil on dipstick, white smoke from exhaust",2,Overheating damage to gasket,Replace head gasket,9927,17373
truck,Isuzu,NPR,2018,6,312456,petrol,automatic,3000,low,"gear pops out, gear slipping",2,Gearbox bearing wear,Repair gearbox,5411,10050
car,Toyota,Land Cruiser,2015,9,304041,diesel,automatic,1800,low,"uneven tire wear, nose dive when braking",2,Shock absorber oil leak,Replace shock absorbers,1965,3394
car,Dacia,Sandero,2021,3,229254,diesel,manual,1200,critical,"brake pedal soft, brake pedal vibration",2,Brake pad degradation,Replace brake pads,1815,3329
car,Hyundai,i20,2022,2,17659,petrol,automatic,2500,medium,"gear slipping, gear pops out, transmission jerking",3,Gearbox bearing wear,Repair gearbox,4626,8591
moto,Honda,CB500,2022,2,336034,petrol,manual,125,low,AC blows warm air,1,AC gas leak,Refill AC refrigerant,477,875
bus,Volvo,FH16,2009,15,130841,hybrid,automatic,7000,critical,brake pedal soft,1,Brake pad degradation,Replace brake pads,1961,3595
car,Kia,Picanto,2012,12,11723,hybrid,automatic,2000,low,"engine knocking noise, engine wont start suddenly",2,Timing belt tensioner failure,Replace timing belt,1460,2584
car,Kia,Cerato,2021,3,196755,diesel,manual,1800,medium,"engine misfires, rough idle at startup, poor fuel consumption, hard to start when cold",4,Spark plug electrode wear,Replace spark plugs,517,1035
car,Ford,Fiesta,2020,4,341169,diesel,manual,1800,critical,"poor fuel consumption, fuel smell in cabin",2,Injector seal failure,Replace fuel injectors,3778,7179
car,Volkswagen,Caddy,2023,1,270217,hybrid,manual,2000,high,"grinding noise when shifting, gear slipping, transmission jerking, gear pops out",4,Gearbox synchronizer failure,Repair gearbox,8571,15918
moto,Yamaha,R3,2006,18,17977,hybrid,manual,400,critical,"electrical accessories failing, battery drains while driving",2,Alternator failure,Replace alternator,3189,5582
moto,Honda,PCX,2010,14,92780,petrol,manual,125,medium,"uneven tire wear, nose dive when braking, excessive bouncing after bump, suspension noise",4,Worn shock absorbers,Replace shock absorbers,1929,3332
truck,Mercedes,Sprinter,2018,6,11729,hybrid,automatic,5000,high,"engine overheating, coolant loss, coolant overflow",3,Radiator crack,Replace radiator,2389,4043
bus,Isuzu,N-Series,2023,1,258654,petrol,manual,7000,low,"suspension noise, squeaking brakes, brake pedal soft",3,Brake pad degradation,Replace brake pads,934,1713
car,BMW,Serie 1,2023,1,192032,diesel,automatic,1800,low,"coolant level dropping, sweet smell from engine",2,Radiator pinhole leak,Fix coolant leak,778,1427
